loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy,pd_raw,pd_calibrated,stage,ecl_horizon_m,pd_lifetime,pd_for_ecl,ecl
UKSME-109787,2022-05-10,Construction,Yorkshire,10.1,1550527.0,13,0.143,6.23,2.29,201751.0,48,0,0.0,792,0,0,0.53,178756.0,5.25,4.3,0.6,0.19210130109280377,0.19434654222663153,Stage 2,48,0.5786984067538805,0.5786984067538805,62858.330674398385
UKSME-109788,2021-05-24,Manufacturing,Scotland,13.5,161385.0,1,0.2087,0.67,21.21,102311.0,36,1,0.809,765,0,0,0.194,98795.0,5.25,4.3,0.6,0.016677110532171573,0.016872029225315326,Stage 1,12,0.016872029225315277,0.016872029225315326,370.74736542953576
UKSME-109789,2024-05-29,Transport,Yorkshire,6.2,160913.0,1,0.0514,11.79,1.21,76971.0,72,0,0.0,758,5,1,0.671,68176.0,5.25,4.3,0.6,0.245507174581761,0.2483766127577914,Stage 3,60,0.7601159210254795,0.7601159210254795,38464.34578883714
UKSME-109790,2022-10-07,Technology,East of England,3.6,5849781.0,44,0.0862,2.44,5.86,326354.0,36,0,0.0,673,0,0,0.879,277133.0,5.25,4.3,0.6,0.15526632565444407,0.1570810470492213,Stage 2,36,0.401095664401928,0.401095664401928,109812.79177425134
UKSME-109791,2023-09-15,Hospitality,North West,2.4,2956634.0,20,0.0044,88.25,0.16,53213.0,48,0,0.0,714,0,1,0.555,44923.0,5.25,4.3,0.6,0.29548414651386107,0.2989377054245652,Stage 3,48,0.7584392107835725,0.7584392107835725,20933.865157733762
UKSME-109792,2022-06-29,Professional Services,South West,5.2,1276859.0,8,0.1851,0.15,95.95,58152.0,24,0,0.0,668,0,0,0.589,47207.0,5.25,4.3,0.6,2.4231704308933432e-06,0.001,Stage 1,12,0.0010000000000000009,0.001,31.878344219499997
UKSME-109793,2023-12-22,Hospitality,London,7.9,1469511.0,12,0.0909,2.25,6.34,37600.0,24,0,0.0,636,65,0,0.752,35680.0,5.25,4.3,0.6,0.3450841016978243,0.34911737484774247,Stage 2,24,0.576351808274906,0.576351808274906,17729.823222655563
UKSME-109794,2021-01-30,Construction,East of England,4.3,6631484.0,41,0.1897,2.3,6.2,9630.0,84,0,0.0,787,0,0,0.768,8143.0,5.25,4.3,0.6,0.12973758245558756,0.13125392906581657,Stage 1,12,0.13125392906581657,0.13125392906581657,941.0918810381152
UKSME-109795,2021-09-30,Real Estate,South East,13.7,492673.0,3,0.2193,2.71,5.27,88787.0,24,0,0.0,595,0,1,0.725,75796.0,5.25,4.3,0.6,0.16694451964017828,0.16889573340307812,Stage 3,24,0.3092656980443925,0.3092656980443925,19484.537701851783
UKSME-109796,2022-11-12,Real Estate,London,4.8,1169088.0,6,0.0465,4.76,3.0,99847.0,48,0,0.0,811,0,0,0.403,90015.0,5.25,4.3,0.6,0.17369874237137006,0.17572889812277723,Stage 2,48,0.5383845917269217,0.5383845917269217,22391.67660544253
UKSME-109797,2023-08-13,Real Estate,South West,24.4,381576.0,2,0.1037,1.33,10.75,47822.0,60,0,0.0,741,5,0,0.552,45649.0,5.25,4.3,0.6,0.07361900513084785,0.07447944916538046,Stage 1,12,0.0744794491653804,0.07447944916538046,2151.6957449101433
UKSME-109798,2024-02-07,Hospitality,Wales,12.1,3431285.0,21,0.0898,3.83,3.73,58108.0,60,0,0.0,520,0,1,0.65,55056.0,5.25,4.3,0.6,0.23600096706586973,0.23875929861211698,Stage 3,60,0.7443710691234664,0.7443710691234664,29689.113729178935
UKSME-109799,2021-11-03,Professional Services,West Midlands,3.7,57703.0,1,0.1847,0.95,10.66,127517.0,84,0,0.0,683,0,0,0.567,107470.0,5.25,4.3,0.6,0.08719923288754994,0.08821839987602739,Stage 1,12,0.08821839987602742,0.08821839987602739,6163.161426998802
UKSME-109800,2021-03-05,Healthcare,South East,8.4,156768.0,1,0.0785,3.38,4.22,91725.0,84,1,0.462,699,0,0,0.133,85436.0,5.25,4.3,0.6,0.13410712898341096,0.13567454596924197,Stage 1,12,0.135674545969242,0.13567454596924197,1767.522634584898
UKSME-109801,2024-01-05,Wholesale,South West,5.6,2019605.0,24,0.0988,2.62,5.45,9546.0,120,1,0.773,690,0,0,0.086,9304.0,5.25,4.3,0.6,0.13529283889747018,0.13687411422083817,Stage 1,12,0.13687411422083817,0.13687411422083817,125.56353493211417
UKSME-109802,2023-08-25,Healthcare,East Midlands,18.7,8157109.0,49,0.0274,14.9,0.96,269164.0,36,0,0.0,775,0,1,0.543,268498.0,5.25,4.3,0.6,0.18820490826286432,0.19040460914576424,Stage 3,36,0.469354994436043,0.469354994436043,78454.23415024136
UKSME-109803,2022-10-05,Wholesale,South West,11.7,622103.0,3,0.0983,3.01,4.75,73373.0,72,0,0.0,606,0,0,0.678,65691.0,5.25,4.3,0.6,0.18267228493418072,0.18480732163518876,Stage 2,60,0.6400009522077288,0.6400009522077288,32680.61691543267
UKSME-109804,2024-04-25,Retail,North West,3.6,1546634.0,10,0.0439,10.83,1.32,33062.0,72,0,0.0,688,0,1,0.554,28718.0,5.25,4.3,0.6,0.2559374101360544,0.2589287547945959,Stage 3,60,0.7764885318609952,0.7764885318609952,13562.628640045237
UKSME-109805,2022-07-07,Professional Services,Yorkshire,4.3,559820.0,3,-0.0021,352.05,-0.05,20794.0,24,1,0.482,675,0,1,0.39,16435.0,5.25,4.3,0.6,0.2831261227923934,0.2864352436225931,Stage 3,24,0.4908253384560519,0.4908253384560519,3606.9103600228364
UKSME-109806,2024-04-16,Hospitality,Scotland,8.9,156020.0,1,0.1336,1.71,8.35,76354.0,72,0,0.0,653,5,1,0.475,75883.0,5.25,4.3,0.6,0.13776660058270496,0.13937678873206308,Stage 3,60,0.5278660019718899,0.5278660019718899,21814.027303031045
UKSME-109807,2022-11-10,Transport,London,10.8,1341055.0,8,-0.0238,275.67,-1.65,305476.0,48,1,0.523,674,0,1,0.343,244714.0,5.25,4.3,0.6,0.3434559989181189,0.3474702431322085,Stage 3,48,0.8186985467838241,0.8186985467838241,74074.65310867816
UKSME-109808,2022-07-25,Professional Services,North West,12.3,622002.0,3,0.2243,0.29,49.02,476286.0,36,0,0.0,634,0,0,0.663,363858.0,5.25,4.3,0.6,0.0008947105296417607,0.001,Stage 1,12,0.0010000000000000009,0.001,276.57919961100004
UKSME-109809,2022-02-01,Manufacturing,East Midlands,14.6,6209261.0,43,0.0445,13.72,1.04,204587.0,48,0,0.0,717,0,0,0.659,191407.0,5.25,4.3,0.6,0.21851606257985562,0.22107003410069065,Stage 2,48,0.6318764115020383,0.6318764115020383,91379.63798012893
UKSME-109810,2022-10-02,Transport,North West,6.3,924491.0,7,0.1034,6.06,2.36,112705.0,48,1,0.845,642,0,0,0.407,106417.0,5.25,4.3,0.6,0.20214166824644436,0.20450425915980952,Stage 2,48,0.599547107510215,0.599547107510215,29771.642269439893
UKSME-109811,2022-11-03,Construction,East Midlands,16.3,575879.0,4,0.1731,2.47,5.77,44289.0,60,1,0.797,749,5,0,0.322,43683.0,5.25,4.3,0.6,0.1166348934106921,0.11799809844280582,Stage 1,12,0.11799809844280584,0.11799809844280582,1902.906265139875
UKSME-109812,2022-12-14,Manufacturing,Yorkshire,20.7,2478065.0,23,0.0748,3.88,3.69,25181.0,36,1,0.662,566,0,0,0.251,24878.0,5.25,4.3,0.6,0.15715678358757618,0.1589936002721255,Stage 2,36,0.405163099678874,0.405163099678874,2900.6353075423904
UKSME-109813,2024-05-08,Professional Services,South East,11.7,373288.0,2,0.1441,1.05,13.66,238031.0,36,0,0.0,845,0,0,0.856,225138.0,5.25,4.3,0.6,0.04620436713909041,0.046744394432362356,Stage 1,12,0.046744394432362335,0.046744394432362356,10224.470252049214
UKSME-109814,2023-04-27,Technology,Wales,12.5,1055906.0,7,0.1123,0.57,25.08,59210.0,36,1,0.587,616,0,0,0.317,51913.0,5.25,4.3,0.6,0.013047330186124317,0.013199824741100636,Stage 1,12,0.013199824741100596,0.013199824741100636,249.0448774699031
UKSME-109815,2022-03-22,Hospitality,West Midlands,11.0,4036565.0,28,0.0037,132.9,0.11,317965.0,36,1,0.835,665,0,1,0.49,267271.0,5.25,4.3,0.6,0.27656740949614544,0.2797998734125504,Stage 3,36,0.6264406766137771,0.6264406766137771,94059.3401299263
UKSME-109816,2021-07-16,Hospitality,Scotland,26.5,3307953.0,20,0.0142,42.33,0.34,186499.0,84,0,0.0,598,0,1,0.397,140428.0,5.25,4.3,0.6,0.2824082389592959,0.28570896930852424,Stage 3,60,0.8140586482949231,0.8140586482949231,49015.47824756829
UKSME-109817,2023-10-03,Technology,North West,1.0,3403765.0,25,0.134,2.29,6.23,134886.0,120,1,0.802,692,0,0,0.359,115211.0,5.25,4.3,0.6,0.12241250388472708,0.12384323645891232,Stage 1,12,0.12384323645891238,0.12384323645891232,5872.658499738593
UKSME-109818,2021-08-26,Manufacturing,East of England,3.3,1525310.0,9,0.0568,1.0,14.33,86971.0,60,1,0.585,812,95,0,0.056,79923.0,5.25,4.3,0.6,0.1549955942520548,0.15680715139298573,Stage 3,60,0.5737792661890844,0.5737792661890844,2944.277323363825
UKSME-109819,2022-05-29,Hospitality,Yorkshire,4.2,2798860.0,18,0.0867,2.73,5.23,58418.0,60,0,0.0,712,0,0,0.647,55799.0,5.25,4.3,0.6,0.17081140961633182,0.17280781880677462,Stage 2,60,0.6127137274429525,0.6127137274429525,25360.765951523223
UKSME-109820,2023-05-03,Transport,Scotland,9.1,704844.0,9,0.21,2.23,6.42,213180.0,48,1,0.431,710,0,0,0.182,183008.0,5.25,4.3,0.6,0.12521524927638625,0.12667873977154964,Stage 1,12,0.12667873977154964,0.12667873977154964,4837.4808208090235
UKSME-109821,2021-06-15,Healthcare,Scotland,12.6,1548405.0,18,0.0568,4.84,2.95,104487.0,60,0,0.0,641,0,0,0.792,101838.0,5.25,4.3,0.6,0.1835069100590536,0.18565170168962758,Stage 2,60,0.6418615365594039,0.6418615365594039,59354.063050468496
UKSME-109822,2023-06-01,Technology,South East,22.1,5709807.0,67,0.0134,21.42,0.67,87098.0,24,1,0.397,839,0,1,0.15,67852.0,5.25,4.3,0.6,0.1545997864726743,0.15640671749237495,Stage 3,24,0.2883503737080102,0.2883503737080102,3364.7165950368553
UKSME-109823,2021-11-28,Professional Services,Scotland,19.1,596411.0,4,0.1476,2.64,5.42,56548.0,36,0,0.0,785,0,0,0.858,45202.0,5.25,4.3,0.6,0.115457460117282,0.11680690354732606,Stage 1,12,0.11680690354732604,0.11680690354732606,5137.173964597698
UKSME-109824,2021-10-13,Healthcare,London,17.1,1724925.0,15,0.0809,2.12,6.73,57298.0,36,0,0.0,639,0,0,0.534,44007.0,5.25,4.3,0.6,0.11674950119158181,0.1181140457362467,Stage 1,12,0.11811404573624673,0.1181140457362467,3182.281726308861
UKSME-109825,2023-11-15,Wholesale,North East,8.4,2044146.0,17,0.0363,18.09,0.79,88026.0,60,1,0.828,700,0,0,0.17,82266.0,5.25,4.3,0.6,0.2125907020236761,0.215075419129378,Stage 2,60,0.7020525665026511,0.7020525665026511,11181.328851205144
UKSME-109826,2023-05-16,Professional Services,London,7.0,1489111.0,12,0.164,0.72,19.98,41022.0,60,0,0.0,736,0,0,0.686,31946.0,5.25,4.3,0.6,0.025430454909175566,0.025727680920083477,Stage 1,12,0.025727680920083484,0.025727680920083477,646.4207711638095
UKSME-109827,2024-02-06,Manufacturing,South East,13.7,560947.0,4,0.0911,5.58,2.56,212196.0,84,1,0.716,721,0,1,0.481,197119.0,5.25,4.3,0.6,0.161798604977866,0.16368967433151269,Stage 3,60,0.5908926382081326,0.5908926382081326,64232.70357038896
UKSME-109828,2023-07-04,Manufacturing,East Midlands,5.3,9188714.0,51,0.1683,1.9,7.52,409493.0,84,1,0.351,620,0,0,0.335,389472.0,5.25,4.3,0.6,0.12565389292524928,0.12712251019861728,Stage 1,12,0.1271225101986173,0.12712251019861728,19015.92986017477
UKSME-109829,2023-11-28,Retail,East of England,7.3,657625.0,8,-0.042,237.0,-1.66,99749.0,120,0,0.0,606,0,1,0.645,99579.0,5.25,4.3,0.6,0.40754353403575594,0.41230682039163835,Stage 3,60,0.9298943124403007,0.9298943124403007,61763.35426344474
UKSME-109830,2022-03-24,Manufacturing,North West,10.5,501219.0,4,0.1728,1.44,9.89,39479.0,72,1,0.8,845,0,0,0.335,38781.0,5.25,4.3,0.6,0.0587053787438739,0.059391515331095705,Stage 1,12,0.05939151533109566,0.059391515331095705,884.6312475577998
UKSME-109831,2022-01-15,Real Estate,East Midlands,3.7,485796.0,2,0.2182,2.05,6.95,57389.0,36,1,0.457,586,0,0,0.227,52598.0,5.25,4.3,0.6,0.1322269174806598,0.13377235893492356,Stage 1,12,0.13377235893492356,0.13377235893492356,1831.198957673127
UKSME-109832,2022-03-22,Real Estate,East Midlands,5.3,810685.0,6,0.114,0.99,14.49,30458.0,36,0,0.0,709,0,0,0.585,23271.0,5.25,4.3,0.6,0.0543340316423337,0.05496907680921225,Stage 1,12,0.05496907680921226,0.05496907680921225,857.9528366401744
UKSME-109833,2023-09-12,Real Estate,South West,4.6,636371.0,4,0.0914,6.2,2.3,63983.0,36,1,0.566,608,0,0,0.465,49424.0,5.25,4.3,0.6,0.20546879671217544,0.2078702744297751,Stage 2,36,0.5029627554725251,0.5029627554725251,13252.58900153593
UKSME-109834,2021-01-31,Real Estate,Scotland,21.8,464715.0,3,0.0759,4.52,3.16,34385.0,72,0,0.0,728,15,0,0.645,30631.0,5.25,4.3,0.6,0.19939679699200086,0.2017273064055923,Stage 2,60,0.6758422804983228,0.6758422804983228,15308.770296134979
UKSME-109835,2024-04-06,Retail,East of England,3.3,2292414.0,13,-0.0469,1422.06,-1.08,119086.0,60,0,0.0,837,0,0,0.495,106322.0,5.25,4.3,0.6,0.5666845913618975,0.5733078861922508,Stage 2,60,0.9858559728548657,0.9858559728548657,52704.99341795659
UKSME-109836,2024-05-02,Healthcare,London,6.9,509848.0,5,0.0647,7.9,1.81,73064.0,72,1,0.477,693,0,1,0.171,59494.0,5.25,4.3,0.6,0.17504704312645597,0.17709295754424836,Stage 3,60,0.622641710024894,0.622641710024894,7262.42313312298
UKSME-109837,2022-06-02,Transport,London,14.0,8246440.0,47,0.0497,9.7,1.47,167545.0,120,0,0.0,749,0,0,0.533,130262.0,5.25,4.3,0.6,0.22216614588196637,0.22476277883781082,Stage 2,60,0.7199902971046942,0.7199902971046942,56395.83353768088
UKSME-109838,2021-09-24,Construction,Wales,6.1,607211.0,8,0.048,0.76,18.73,94524.0,36,0,0.0,646,5,0,0.314,73106.0,5.25,4.3,0.6,0.04030030536304624,0.04077132717701729,Stage 1,12,0.04077132717701726,0.04077132717701729,1073.029292685734
UKSME-109839,2023-12-05,Wholesale,London,3.0,4493072.0,30,0.142,2.79,5.12,160253.0,24,1,0.95,679,0,0,0.37,135717.0,5.25,4.3,0.6,0.14457766321161133,0.14626745768269922,Stage 1,12,0.14626745768269922,0.14626745768269922,8420.885206046541
UKSME-109840,2022-03-18,Wholesale,London,6.4,1338112.0,14,0.158,1.92,7.43,27995.0,12,1,0.662,663,0,0,0.06,25220.0,5.25,4.3,0.6,0.11028490690943595,0.11157389458429719,Stage 1,12,0.11157389458429723,0.11157389458429719,193.5677422172049
UKSME-109841,2022-01-23,Hospitality,East of England,3.5,1452794.0,20,0.0669,7.0,2.04,23262.0,12,1,0.78,803,0,0,0.212,17653.0,5.25,4.3,0.6,0.17689547724301843,0.17896299578471872,Stage 2,12,0.17896299578471875,0.17896299578471875,767.8770403531425
UKSME-109842,2024-06-09,Healthcare,East of England,9.1,1143317.0,9,0.0621,3.64,3.93,348620.0,48,0,0.0,638,0,0,0.766,310079.0,5.25,4.3,0.6,0.18057247695013484,0.1826829715203395,Stage 2,48,0.5537664808920234,0.5537664808920234,150800.17590694022
UKSME-109843,2023-01-19,Manufacturing,Scotland,27.6,573396.0,3,0.0257,17.04,0.84,61835.0,60,1,0.803,731,0,0,0.503,54569.0,5.25,4.3,0.6,0.1642557910299889,0.16617557947698014,Stage 2,60,0.5969368899559943,0.5969368899559943,18785.227454040534
UKSME-109844,2024-04-11,Healthcare,North West,4.5,3523923.0,47,0.0508,2.1,6.8,175812.0,48,0,0.0,662,0,0,0.36,171670.0,5.25,4.3,0.6,0.12888878911830903,0.13039521520377254,Stage 1,12,0.1303952152037725,0.13039521520377254,9239.162857220615
UKSME-109845,2021-08-19,Retail,East of England,10.7,6236515.0,67,0.0472,2.49,5.73,54299.0,48,0,0.0,608,0,0,0.883,41165.0,5.25,4.3,0.6,0.17265080265285898,0.17466871029689576,Stage 2,48,0.5360050636729493,0.5360050636729493,21860.649738888573
UKSME-109846,2022-06-27,Retail,South West,6.1,521293.0,3,0.1133,3.18,4.49,53049.0,60,1,0.864,603,0,0,0.343,45645.0,5.25,4.3,0.6,0.1731858629843206,0.17521002430523744,Stage 2,60,0.618304649318917,0.618304649318917,11098.490194909336
UKSME-109847,2022-08-04,Professional Services,London,24.0,7619918.0,48,0.1074,4.73,3.02,126167.0,12,1,0.683,653,0,0,0.289,109945.0,5.25,4.3,0.6,0.14686149764516468,0.14857798511095846,Stage 1,12,0.14857798511095843,0.14857798511095846,5412.549110796021
UKSME-109848,2023-11-10,Real Estate,London,13.8,484994.0,3,0.078,1.53,9.35,25158.0,84,1,0.53,704,15,0,0.121,23945.0,5.25,4.3,0.6,0.09795304486171373,0.09909790022841919,Stage 1,12,0.09909790022841913,0.09909790022841919,329.18400377782496
UKSME-109849,2021-03-05,Hospitality,South East,9.7,255443.0,2,0.0373,5.04,2.84,113198.0,48,1,0.623,763,0,0,0.178,88221.0,5.25,4.3,0.6,0.17017418405452267,0.1721631454815471,Stage 2,48,0.5303449164457064,0.5303449164457064,9548.264652279639
UKSME-109850,2023-12-05,Construction,East of England,6.0,3208811.0,41,0.0652,7.01,2.04,310405.0,120,1,0.171,746,0,1,0.05,236161.0,5.25,4.3,0.6,0.2002519103190454,0.20259241412416384,Stage 3,60,0.6775949659221473,0.6775949659221473,9173.232759629815
UKSME-109851,2023-05-08,Healthcare,London,11.1,1711585.0,14,0.0825,0.62,23.09,132774.0,48,1,0.562,671,0,0,0.314,129236.0,5.25,4.3,0.6,0.014864063520377875,0.015037791686933387,Stage 1,12,0.015037791686933422,0.015037791686933387,699.6346001469549
UKSME-109852,2021-11-11,Healthcare,London,9.7,4029855.0,33,0.1276,3.14,4.56,35044.0,24,1,0.765,678,0,0,0.155,32507.0,5.25,4.3,0.6,0.12450406401310896,0.1259592423188296,Stage 1,12,0.1259592423188296,0.1259592423188296,727.6335040815165
UKSME-109853,2022-07-20,Construction,East Midlands,16.0,1434710.0,12,0.0868,3.78,3.78,16155.0,36,1,0.367,666,0,0,0.192,12551.0,5.25,4.3,0.6,0.15400121112204643,0.15580114611417578,Stage 2,36,0.39836336352475765,0.39836336352475765,1100.608868529508
UKSME-109854,2023-05-15,Manufacturing,North West,13.5,2170230.0,15,0.1283,0.08,183.28,33500.0,36,0,0.0,671,35,0,0.848,28269.0,5.25,4.3,0.6,7.947584962368483e-11,0.001,Stage 2,36,0.002997000999999999,0.002997000999999999,81.82912685710616
UKSME-109855,2023-07-25,Manufacturing,South East,12.6,1941873.0,12,0.0304,11.81,1.21,35763.0,84,1,0.781,676,0,1,0.248,27711.0,5.25,4.3,0.6,0.1901851049322493,0.19240794995311122,Stage 3,60,0.6564735547240016,0.6564735547240016,5172.436574527819
UKSME-109856,2024-03-06,Manufacturing,London,3.5,250997.0,1,-0.0059,94.29,-0.22,87321.0,84,0,0.0,719,0,0,0.321,80269.0,5.25,4.3,0.6,0.2755419877759961,0.2787624667708388,Stage 2,60,0.8048396462265286,0.8048396462265286,22484.834610554146
UKSME-109857,2022-08-26,Transport,North West,4.7,2112157.0,27,0.2212,0.78,18.26,508894.0,12,0,0.0,739,0,0,0.7,502766.0,5.25,4.3,0.6,0.04014010683613095,0.04060925628213696,Stage 1,12,0.04060925628213696,0.04060925628213696,16385.625906182955
UKSME-109858,2024-05-11,Retail,London,10.3,339108.0,3,-0.0011,37.33,-0.14,183747.0,120,0,0.0,674,0,0,0.624,181449.0,5.25,4.3,0.6,0.3001410626630604,0.3036490506673495,Stage 2,60,0.8362652503855263,0.8362652503855263,101335.94612939628
UKSME-109859,2021-12-07,Healthcare,London,12.3,2962911.0,23,0.1517,0.33,43.59,127496.0,36,1,0.258,740,0,0,0.199,100623.0,5.25,4.3,0.6,0.0010847164605399414,0.0010973944070290585,Stage 1,12,0.0010973944070290509,0.0010973944070290585,25.19342071993831
UKSME-109860,2022-08-26,Wholesale,Scotland,9.9,657127.0,5,0.1634,4.21,3.4,143514.0,120,0,0.0,688,5,1,0.703,123574.0,5.25,4.3,0.6,0.2100235922165839,0.21247830546233717,Stage 3,60,0.6970906824297006,0.6970906824297006,69148.79184668016
UKSME-109861,2023-02-27,Construction,Yorkshire,9.8,270243.0,1,0.1493,2.78,5.14,52533.0,72,0,0.0,611,0,0,0.276,41458.0,5.25,4.3,0.6,0.17556774182317889,0.17761974206197073,Stage 2,60,0.6238479954908163,0.6238479954908163,8184.087657015934
UKSME-109862,2023-05-13,Wholesale,Yorkshire,8.4,2775793.0,25,0.2006,0.07,206.65,206704.0,60,0,0.0,763,95,0,0.832,195952.0,5.25,4.3,0.6,1.1717261579349006e-11,0.001,Stage 3,60,0.004990009995000988,0.004990009995000988,932.714012494457
UKSME-109863,2021-02-20,Hospitality,London,4.6,1968317.0,11,0.1229,1.25,11.45,275584.0,72,1,0.828,759,5,0,0.281,227706.0,5.25,4.3,0.6,0.07693071603300453,0.07782986667440846,Stage 1,12,0.0778298666744085,0.07782986667440846,5709.540261498929
UKSME-109864,2022-04-07,Technology,South West,7.1,1376334.0,8,0.0516,10.41,1.37,45057.0,48,0,0.0,649,0,0,0.664,41329.0,5.25,4.3,0.6,0.2308986687435699,0.2335973656595199,Stage 2,48,0.6549929613097403,0.6549929613097403,20607.896694886407
UKSME-109865,2023-09-23,Professional Services,North West,5.2,3503902.0,40,0.1769,1.19,12.02,365120.0,84,0,0.0,734,0,0,0.897,328229.0,5.25,4.3,0.6,0.0730066356106476,0.07385992239414634,Stage 1,12,0.0738599223941463,0.07385992239414634,24260.31431144676
UKSME-109866,2023-03-12,Professional Services,North East,14.4,353616.0,2,0.167,1.6,8.94,50717.0,60,1,0.871,760,0,0,0.401,47895.0,5.25,4.3,0.6,0.06983882299606384,0.07065508502675735,Stage 1,12,0.07065508502675732,0.07065508502675735,1555.7937863711304
UKSME-109867,2021-05-18,Construction,South West,4.0,855685.0,6,0.074,3.88,3.68,326370.0,72,0,0.0,814,0,0,0.788,253273.0,5.25,4.3,0.6,0.17607238737267458,0.17813028580652956,Stage 2,60,0.6250141455468048,0.6250141455468048,143014.15278942033
UKSME-109868,2022-09-15,Hospitality,East Midlands,2.3,631155.0,6,0.0915,3.23,4.42,51624.0,60,0,0.0,724,0,0,0.608,48392.0,5.25,4.3,0.6,0.18519469611283704,0.18735921424526966,Stage 2,60,0.6456005191305687,0.6456005191305687,21777.853941094407
UKSME-109869,2024-05-21,Construction,North West,5.5,1169073.0,13,0.0399,9.75,1.46,193055.0,36,1,1.004,679,0,0,0.21,171523.0,5.25,4.3,0.6,0.2077791505607119,0.21020763122657335,Stage 2,36,0.5073496457820432,0.5073496457820432,20951.88392240312
UKSME-109870,2021-06-02,Wholesale,London,2.6,249481.0,2,0.057,12.24,1.17,71679.0,120,0,0.0,659,0,1,0.546,71602.0,5.25,4.3,0.6,0.2637107755903295,0.2667929737712934,Stage 3,60,0.7880989588878261,0.7880989588878261,33650.068433995424
UKSME-109871,2023-03-12,Construction,South West,9.7,105120.0,1,0.0905,5.06,2.82,225437.0,48,0,0.0,588,0,0,0.751,200973.0,5.25,4.3,0.6,0.23491018365180696,0.23765576634224003,Stage 2,48,0.6622429065829698,0.6622429065829698,114595.8859935948
UKSME-109872,2022-04-17,Healthcare,East Midlands,10.3,1305320.0,8,0.1303,3.25,4.39,10991.0,60,0,0.0,752,0,0,0.787,9397.0,5.25,4.3,0.6,0.1362759048251828,0.13786867002418204,Stage 1,12,0.13786867002418202,0.13786867002418204,1168.9706423640996
UKSME-109873,2024-03-31,Healthcare,East of England,10.0,3515958.0,39,0.056,4.75,3.01,150735.0,12,1,0.867,612,0,0,0.143,140881.0,5.25,4.3,0.6,0.16251217729546177,0.16441158673795905,Stage 2,12,0.16441158673795908,0.16441158673795908,3797.4751705298504
UKSME-109874,2024-05-24,Hospitality,London,15.4,1823436.0,14,0.0777,5.37,2.66,114131.0,24,0,0.0,616,0,0,0.381,98026.0,5.25,4.3,0.6,0.22879511231020755,0.2314692232842371,Stage 2,24,0.4093604452406663,0.4093604452406663,17528.558099310154
UKSME-109875,2023-07-09,Construction,London,6.8,683549.0,3,0.2311,2.25,6.36,50867.0,24,0,0.0,607,0,1,0.637,44223.0,5.25,4.3,0.6,0.15708498528475742,0.1589209628052724,Stage 3,24,0.2925860531915899,0.2925860531915899,9449.641072199138
UKSME-109876,2024-03-19,Professional Services,London,3.7,472903.0,3,0.1147,0.15,54.24,26875.0,60,0,0.0,783,0,0,0.516,26543.0,5.25,4.3,0.6,0.00035994708166352235,0.001,Stage 1,12,0.0010000000000000009,0.001,15.702679542
UKSME-109877,2022-06-25,Hospitality,South West,5.6,241413.0,1,0.1357,0.07,32.76,90599.0,120,1,0.242,761,0,0,0.216,82336.0,5.25,4.3,0.6,0.005504249019380251,0.005568581568086798,Stage 1,12,0.005568581568086817,0.005568581568086798,113.54346940893022
UKSME-109878,2021-06-20,Real Estate,West Midlands,6.0,1782404.0,11,0.1422,2.92,4.89,68092.0,72,1,0.55,669,0,0,0.203,54247.0,5.25,4.3,0.6,0.14584220549449567,0.14754677967989493,Stage 1,12,0.14754677967989493,0.14754677967989493,1862.8400124238206
UKSME-109879,2023-12-11,Retail,North East,10.2,587439.0,4,-0.0017,238.12,-0.06,69858.0,36,0,0.0,648,0,1,0.279,57256.0,5.25,4.3,0.6,0.33199884452671025,0.33587917983872645,Stage 3,36,0.707085219542519,0.707085219542519,12828.918280436412
UKSME-109880,2021-03-30,Transport,South East,2.9,3161340.0,17,0.116,1.82,7.85,238431.0,60,1,0.964,743,0,0,0.24,190854.0,5.25,4.3,0.6,0.1044190163031387,0.10563944463560677,Stage 1,12,0.10563944463560682,0.10563944463560677,5547.696279473764
UKSME-109881,2022-07-26,Hospitality,Scotland,11.7,818181.0,7,0.1726,4.19,3.41,20349.0,60,0,0.0,639,0,0,0.307,19946.0,5.25,4.3,0.6,0.21022678271206363,0.21268387080721074,Stage 2,60,0.697485815414748,0.697485815414748,4875.843090607209
UKSME-109882,2023-05-11,Wholesale,North West,8.1,565988.0,7,0.2009,2.54,5.62,113399.0,24,1,0.701,748,0,0,0.297,96888.0,5.25,4.3,0.6,0.12081942468355648,0.12223153767041167,Stage 1,12,0.12223153767041173,0.12223153767041167,4032.587269103422
UKSME-109883,2023-04-12,Wholesale,North West,4.1,1955497.0,13,0.1954,1.38,10.36,587008.0,60,1,0.728,568,0,0,0.365,553518.0,5.25,4.3,0.6,0.10756536549918481,0.10882256772436555,Stage 1,12,0.1088225677243655,0.10882256772436555,25206.79567305663
UKSME-109884,2022-01-11,Hospitality,South East,17.7,1617452.0,11,0.0994,2.28,6.28,59264.0,48,1,0.582,688,0,0,0.331,57006.0,5.25,4.3,0.6,0.12078968075299262,0.12220144609880632,Stage 1,12,0.12220144609880634,0.12220144609880632,2643.6196211461875
