loan_id,origination_date,sector,region,years_trading,turnover_gbp,employees,ebitda_margin,leverage,interest_coverage,loan_amount_gbp,term_months,secured,ltv,bureau_score,days_past_due,default_12m,lgd,ead_gbp,boe_base_rate,uk_unemployment_rate,uk_gdp_yoy
UKSME-109315,2022-04-13,Healthcare,South West,9.6,2252559.0,13,0.0615,9.52,1.5,75165.0,24,0,,719,0,0,0.494,71999.0,5.25,4.3,0.6
UKSME-109316,2022-10-13,Professional Services,West Midlands,4.7,685592.0,4,0.1153,4.69,3.05,19957.0,48,0,,624,35,1,0.57,18989.0,5.25,4.3,0.6
UKSME-109317,2023-02-26,Wholesale,South East,14.6,976661.0,6,0.101,3.47,4.11,289514.0,60,0,,669,0,1,0.558,263323.0,5.25,4.3,0.6
UKSME-109318,2024-04-15,Transport,London,25.0,1312158.0,7,0.1143,1.68,8.5,11745.0,84,1,0.942,754,0,0,0.228,9782.0,5.25,4.3,0.6
UKSME-109319,2023-07-27,Retail,East of England,13.1,1157811.0,8,0.1131,0.09,130.95,250898.0,60,1,0.454,721,0,0,0.334,224539.0,5.25,4.3,0.6
UKSME-109320,2021-05-20,Technology,Scotland,8.0,4345647.0,28,0.0973,3.57,4.0,70207.0,12,1,0.363,667,65,1,0.35,60591.0,5.25,4.3,0.6
UKSME-109321,2023-02-14,Professional Services,East of England,2.7,5852206.0,34,0.1003,1.53,9.35,68446.0,60,0,,570,0,0,0.775,58535.0,5.25,4.3,0.6
UKSME-109322,2023-06-22,Manufacturing,West Midlands,7.4,243441.0,1,0.0465,0.22,11.31,83148.0,72,1,0.656,754,0,0,0.234,70889.0,5.25,4.3,0.6
UKSME-109323,2021-01-17,Construction,Yorkshire,4.9,418359.0,4,0.1409,2.64,5.42,37683.0,48,0,,601,0,0,0.581,33585.0,5.25,4.3,0.6
UKSME-109324,2022-06-03,Healthcare,South East,15.9,660868.0,5,-0.004,347.79,-0.11,59642.0,72,0,,830,0,0,0.95,57040.0,5.25,4.3,0.6
UKSME-109325,2023-11-25,Healthcare,London,12.7,891725.0,4,0.1123,2.99,4.77,103010.0,120,0,,682,0,0,0.556,99784.0,5.25,4.3,0.6
UKSME-109326,2024-02-29,Wholesale,East Midlands,1.6,805161.0,8,0.0319,12.8,1.12,307958.0,84,0,,709,0,0,0.677,275197.0,5.25,4.3,0.6
UKSME-109327,2022-05-07,Technology,South East,10.1,620495.0,6,0.0699,4.84,2.95,34208.0,84,1,0.623,773,0,0,0.174,29992.0,5.25,4.3,0.6
UKSME-109328,2024-05-14,Hospitality,South West,9.1,325516.0,2,0.0778,4.26,3.36,15746.0,24,0,,667,0,1,0.662,14610.0,5.25,4.3,0.6
UKSME-109329,2021-05-21,Manufacturing,East Midlands,22.3,184722.0,1,0.1046,2.49,5.75,113772.0,84,1,1.159,650,0,0,0.196,90484.0,5.25,4.3,0.6
UKSME-109330,2024-02-14,Healthcare,London,17.8,6165459.0,44,0.0924,1.7,8.39,89018.0,12,0,,722,0,0,0.896,79391.0,5.25,4.3,0.6
UKSME-109331,2021-09-06,Construction,South East,13.7,247047.0,1,0.1161,1.64,8.69,57358.0,48,1,0.778,623,0,0,0.409,48465.0,5.25,4.3,0.6
UKSME-109332,2023-06-22,Hospitality,South West,4.9,443644.0,4,0.1205,0.28,50.21,91097.0,72,0,,550,0,0,0.615,80184.0,5.25,4.3,0.6
UKSME-109333,2021-10-07,Professional Services,Yorkshire,11.3,997224.0,10,0.0271,18.54,0.77,151781.0,84,1,0.912,734,0,0,0.05,144002.0,5.25,4.3,0.6
UKSME-109334,2022-09-19,Hospitality,London,13.8,2969144.0,27,0.0761,5.41,2.64,133151.0,60,1,0.813,808,0,0,0.276,118521.0,5.25,4.3,0.6
UKSME-109335,2022-01-28,Transport,North West,4.8,3607842.0,24,0.1316,3.47,4.12,88426.0,48,0,,642,35,0,0.946,86421.0,5.25,4.3,0.6
UKSME-109336,2021-12-05,Retail,South East,10.6,316464.0,2,0.1316,5.13,2.78,104305.0,48,1,0.383,600,0,0,0.231,90330.0,5.25,4.3,0.6
UKSME-109337,2023-09-04,Real Estate,East of England,9.4,171864.0,1,0.0957,6.65,2.15,39287.0,60,0,,746,0,1,0.882,39013.0,5.25,4.3,0.6
UKSME-109338,2023-09-07,Technology,South East,7.9,5337696.0,38,0.1484,3.03,4.72,119839.0,60,0,,697,0,0,0.757,113351.0,5.25,4.3,0.6
UKSME-109339,2021-06-14,Retail,South West,20.8,1876219.0,24,0.0991,3.43,4.16,112885.0,48,0,,640,0,0,0.509,97835.0,5.25,4.3,0.6
UKSME-109340,2022-07-16,Wholesale,London,8.0,1021537.0,8,0.1685,1.09,13.15,95360.0,84,0,,786,0,0,0.796,94343.0,5.25,4.3,0.6
UKSME-109341,2022-06-21,Wholesale,South East,18.7,586431.0,6,-0.0099,5.86,-5.79,71623.0,24,0,,725,0,1,0.657,66385.0,5.25,4.3,0.6
UKSME-109342,2024-04-28,Transport,North West,1.1,472858.0,3,0.0872,6.14,2.33,14518.0,48,1,0.531,732,0,0,0.211,11967.0,5.25,4.3,0.6
UKSME-109343,2024-04-05,Retail,South East,15.5,1214206.0,6,0.2045,1.85,7.72,48658.0,12,1,0.814,779,0,0,0.151,40800.0,5.25,4.3,0.6
UKSME-109344,2023-04-07,Wholesale,North East,6.7,1863784.0,25,0.162,2.99,4.78,11433.0,36,1,0.95,725,0,1,0.36,8635.0,5.25,4.3,0.6
UKSME-109345,2023-03-15,Manufacturing,North West,9.3,184447.0,1,0.143,2.58,5.54,133349.0,72,0,,780,0,0,0.53,110683.0,5.25,4.3,0.6
UKSME-109346,2021-10-26,Retail,London,9.5,1841063.0,10,0.07,2.99,4.78,242809.0,72,0,,673,15,0,0.531,211495.0,5.25,4.3,0.6
UKSME-109347,2023-11-04,Professional Services,West Midlands,6.5,2561800.0,14,0.0525,6.76,2.11,15388.0,60,0,,689,0,0,0.704,12405.0,5.25,4.3,0.6
UKSME-109348,2021-05-09,Manufacturing,South West,6.3,1383765.0,10,0.0897,3.27,4.37,87529.0,72,1,0.616,703,0,0,0.273,79840.0,5.25,4.3,0.6
UKSME-109349,2023-12-13,Transport,Scotland,10.1,1428284.0,11,0.024,6.03,2.37,118304.0,24,0,,812,0,0,0.636,99580.0,5.25,4.3,0.6
UKSME-109350,2024-06-06,Retail,East Midlands,5.6,1024830.0,6,0.0075,1.34,7.66,11100.0,120,1,0.867,706,0,0,0.225,9921.0,5.25,4.3,0.6
UKSME-109351,2023-12-09,Technology,North West,35.3,2617389.0,31,0.0917,3.38,4.23,62248.0,60,1,0.661,675,0,0,0.156,47224.0,5.25,4.3,0.6
UKSME-109352,2021-01-08,Transport,London,4.6,482956.0,5,0.0732,6.04,2.36,116380.0,12,1,0.664,673,0,0,0.116,91568.0,5.25,4.3,0.6
UKSME-109353,2022-06-01,Wholesale,Wales,8.6,161280.0,1,0.108,3.54,4.04,24179.0,36,0,,668,0,0,0.861,21293.0,5.25,4.3,0.6
UKSME-109354,2023-11-19,Construction,South West,2.5,213098.0,1,0.1197,2.23,6.41,724891.0,120,0,,737,0,0,0.906,665496.0,5.25,4.3,0.6
UKSME-109355,2022-09-02,Retail,North West,7.9,793388.0,6,0.0913,2.61,5.48,169254.0,36,0,,684,5,1,0.775,148926.0,5.25,4.3,0.6
UKSME-109356,2023-07-01,Manufacturing,South East,6.0,2699267.0,22,0.156,0.23,63.46,122006.0,48,1,0.72,775,0,0,0.124,114221.0,5.25,4.3,0.6
UKSME-109357,2022-05-13,Construction,London,6.1,1296833.0,15,0.0568,3.45,4.14,192566.0,36,1,0.668,620,0,0,0.173,161020.0,5.25,4.3,0.6
UKSME-109358,2021-02-28,Hospitality,East of England,13.2,128856.0,1,0.0929,4.52,3.16,13063.0,48,1,0.699,735,5,0,0.213,11850.0,5.25,4.3,0.6
UKSME-109359,2022-01-30,Manufacturing,South East,12.9,973504.0,5,0.1689,2.26,6.33,67492.0,48,1,0.693,781,0,0,0.422,55636.0,5.25,4.3,0.6
UKSME-109360,2023-12-25,Professional Services,Scotland,3.5,754745.0,7,0.1638,2.82,5.06,140736.0,72,1,1.037,849,0,0,0.152,138567.0,5.25,4.3,0.6
UKSME-109361,2023-08-09,Wholesale,London,5.2,5415750.0,35,0.1957,0.3,47.13,144513.0,48,1,0.551,733,0,0,0.225,111043.0,5.25,4.3,0.6
UKSME-109362,2022-05-12,Healthcare,North West,6.1,302255.0,1,0.0548,12.68,1.13,57011.0,12,0,,632,0,1,0.521,47793.0,5.25,4.3,0.6
UKSME-109363,2022-04-14,Technology,Yorkshire,6.4,722146.0,5,0.1238,3.3,4.33,172138.0,60,0,,729,65,0,0.68,157283.0,5.25,4.3,0.6
UKSME-109364,2023-05-24,Wholesale,West Midlands,13.9,1668805.0,9,0.1351,3.1,4.61,40010.0,72,1,0.669,503,0,1,0.226,32498.0,5.25,4.3,0.6
UKSME-109365,2024-03-15,Hospitality,Yorkshire,6.9,802230.0,9,0.0831,0.12,66.7,17384.0,48,0,,731,0,0,0.554,15468.0,5.25,4.3,0.6
UKSME-109366,2022-05-22,Professional Services,East of England,24.1,916225.0,5,0.0176,21.39,0.67,162721.0,36,0,,617,0,0,0.591,128253.0,5.25,4.3,0.6
UKSME-109367,2023-06-17,Healthcare,West Midlands,10.4,256622.0,2,0.14,2.13,6.69,57888.0,60,0,,710,0,0,0.412,49844.0,5.25,4.3,0.6
UKSME-109368,2021-01-27,Construction,Scotland,4.6,2326887.0,20,0.0483,13.75,1.04,52923.0,24,1,0.744,778,0,1,0.273,48735.0,5.25,4.3,0.6
UKSME-109369,2022-09-16,Real Estate,West Midlands,8.7,1410285.0,9,0.2035,1.85,7.7,40030.0,24,0,,498,0,0,0.69,39052.0,5.25,4.3,0.6
UKSME-109370,2023-05-03,Healthcare,South East,9.0,1376456.0,8,0.1665,1.98,7.21,100588.0,12,0,,804,0,0,0.434,77241.0,5.25,4.3,0.6
UKSME-109371,2022-12-03,Wholesale,Yorkshire,16.2,1591437.0,12,0.1213,4.17,3.42,49949.0,36,1,0.535,598,0,0,0.26,43189.0,5.25,4.3,0.6
UKSME-109372,2023-11-09,Real Estate,East Midlands,5.1,281896.0,2,0.0778,0.61,21.93,130529.0,36,1,0.455,659,15,0,0.167,130207.0,5.25,4.3,0.6
UKSME-109373,2023-08-15,Technology,East Midlands,3.6,621142.0,4,0.038,8.62,1.66,99923.0,48,1,0.559,705,0,1,0.278,94231.0,5.25,4.3,0.6
UKSME-109374,2022-09-13,Retail,London,6.2,947194.0,5,0.0833,6.23,2.29,115359.0,84,1,0.603,680,0,0,0.068,95796.0,5.25,4.3,0.6
UKSME-109375,2021-07-29,Manufacturing,London,4.0,2567776.0,33,-0.0261,721.7,-1.33,27483.0,120,0,,656,0,0,0.829,23184.0,5.25,4.3,0.6
UKSME-109376,2022-12-16,Hospitality,South West,6.0,961087.0,10,0.0868,5.41,2.64,6233.0,48,0,,605,0,0,0.735,6015.0,5.25,4.3,0.6
UKSME-109377,2023-07-27,Real Estate,West Midlands,6.1,1519113.0,14,0.1159,2.23,6.41,93700.0,36,1,0.844,766,0,0,0.263,89780.0,5.25,4.3,0.6
UKSME-109378,2023-07-28,Technology,Yorkshire,8.9,2224229.0,27,0.0586,4.0,3.57,40202.0,60,0,,704,95,0,0.593,39959.0,5.25,4.3,0.6
UKSME-109379,2021-07-26,Construction,Scotland,27.0,4018699.0,56,0.1091,4.24,3.37,261801.0,60,0,,691,0,0,0.662,227843.0,5.25,4.3,0.6
UKSME-109380,2023-03-31,Technology,South West,6.9,131946.0,1,0.1619,2.09,6.83,67513.0,48,1,0.488,711,0,1,0.201,64623.0,5.25,4.3,0.6
UKSME-109381,2021-01-13,Retail,East of England,7.8,1548370.0,10,0.0583,9.29,1.54,96675.0,48,1,0.445,800,0,0,0.223,94604.0,5.25,4.3,0.6
UKSME-109382,2022-05-28,Retail,West Midlands,9.6,1783123.0,11,0.1363,4.23,3.38,67225.0,48,0,,708,0,0,0.718,66648.0,5.25,4.3,0.6
UKSME-109383,2021-10-17,Construction,North West,4.3,1882654.0,24,0.1476,3.79,3.77,66086.0,60,0,,571,0,1,0.6,50365.0,5.25,4.3,0.6
UKSME-109384,2023-02-17,Hospitality,North West,11.5,3326728.0,25,0.1881,2.14,6.67,103126.0,60,1,0.223,553,95,0,0.088,84835.0,5.25,4.3,0.6
UKSME-109385,2023-03-25,Transport,East of England,2.0,779144.0,10,0.1149,1.26,11.34,101815.0,72,1,0.673,572,0,0,0.351,94207.0,5.25,4.3,0.6
UKSME-109386,2023-10-02,Construction,North East,9.6,1139503.0,6,0.2157,2.05,6.98,79362.0,12,1,0.534,684,0,1,0.227,76379.0,5.25,4.3,0.6
UKSME-109387,2021-06-26,Construction,Wales,10.9,1822255.0,12,0.1194,1.1,13.04,28361.0,120,1,0.871,792,0,0,0.443,25739.0,5.25,4.3,0.6
UKSME-109388,2022-04-19,Hospitality,South West,13.5,863662.0,8,0.0578,3.59,3.98,68787.0,24,1,0.614,641,0,0,0.092,53023.0,5.25,4.3,0.6
UKSME-109389,2022-03-08,Real Estate,Scotland,5.4,610169.0,4,0.2076,1.38,10.33,61655.0,12,1,0.895,686,0,0,0.293,60445.0,5.25,4.3,0.6
UKSME-109390,2023-05-27,Hospitality,South West,4.7,3274034.0,19,0.0994,7.77,1.84,20579.0,84,0,,599,5,1,0.636,17193.0,5.25,4.3,0.6
UKSME-109391,2022-05-29,Retail,South West,11.9,4445195.0,28,0.1248,4.16,3.44,103524.0,36,0,,712,65,1,0.812,93262.0,5.25,4.3,0.6
UKSME-109392,2024-06-14,Real Estate,East of England,3.5,5590141.0,66,0.0919,1.34,10.66,37578.0,48,1,0.621,580,0,0,0.341,35254.0,5.25,4.3,0.6
UKSME-109393,2023-03-05,Retail,Scotland,5.8,928408.0,7,0.1598,0.06,148.37,131090.0,48,1,0.663,593,0,0,0.228,123003.0,5.25,4.3,0.6
UKSME-109394,2021-06-13,Hospitality,South West,25.5,6710290.0,43,0.1262,3.81,3.75,295206.0,60,0,,802,15,0,0.663,224460.0,5.25,4.3,0.6
UKSME-109395,2022-12-19,Real Estate,South West,4.3,1143516.0,16,0.136,4.12,3.47,489466.0,60,1,0.94,813,0,0,0.137,441567.0,5.25,4.3,0.6
UKSME-109396,2021-08-21,Healthcare,South East,7.5,3076981.0,18,0.1229,3.13,4.56,216521.0,72,1,0.596,806,0,0,0.301,186573.0,5.25,4.3,0.6
UKSME-109397,2021-03-16,Healthcare,North East,3.2,407144.0,2,0.2424,0.49,29.18,22467.0,48,1,0.84,775,0,1,0.305,17488.0,5.25,4.3,0.6
UKSME-109398,2021-07-06,Transport,North East,10.5,4719744.0,28,0.1702,0.8,17.91,92603.0,36,0,,669,0,0,0.5,85068.0,5.25,4.3,0.6
UKSME-109399,2021-02-27,Manufacturing,Yorkshire,19.8,1091754.0,8,0.0837,3.72,3.84,170596.0,60,0,,573,0,0,0.437,157098.0,5.25,4.3,0.6
UKSME-109400,2023-12-22,Technology,London,3.5,404290.0,2,0.1143,3.62,3.94,26320.0,60,1,0.776,769,15,0,0.146,24886.0,5.25,4.3,0.6
UKSME-109401,2023-07-13,Construction,Scotland,25.0,315455.0,1,0.0649,5.25,2.72,31690.0,72,0,,698,0,0,0.526,30326.0,5.25,4.3,0.6
UKSME-109402,2023-05-29,Healthcare,East of England,1.2,822419.0,7,0.0602,0.4,35.52,113631.0,72,1,0.388,708,0,0,0.213,88853.0,5.25,4.3,0.6
UKSME-109403,2022-05-29,Construction,South East,1.6,980778.0,6,0.0643,5.87,2.43,127291.0,24,1,0.716,688,0,0,0.336,96655.0,5.25,4.3,0.6
UKSME-109404,2021-03-27,Construction,West Midlands,4.7,1100305.0,6,0.1353,4.34,3.29,49608.0,84,0,,583,0,0,0.717,40855.0,5.25,4.3,0.6
UKSME-109405,2024-01-05,Healthcare,South East,4.7,826008.0,6,0.224,2.07,6.89,45858.0,36,1,0.674,679,15,0,0.247,40856.0,5.25,4.3,0.6
UKSME-109406,2022-07-02,Construction,North West,9.6,1484577.0,9,0.0986,3.64,3.93,148826.0,36,1,0.641,554,0,0,0.089,112989.0,5.25,4.3,0.6
UKSME-109407,2023-12-07,Manufacturing,Yorkshire,3.0,1889648.0,12,0.0681,1.79,7.98,54574.0,12,1,0.702,635,0,1,0.259,50699.0,5.25,4.3,0.6
UKSME-109408,2021-04-25,Professional Services,North East,13.2,1469792.0,11,0.1779,3.35,4.26,35001.0,48,1,0.817,626,0,0,0.157,32289.0,5.25,4.3,0.6
UKSME-109409,2023-03-11,Transport,North East,3.5,670823.0,5,0.0527,2.9,4.93,15385.0,84,0,,722,0,1,0.599,12193.0,5.25,4.3,0.6
UKSME-109410,2024-01-17,Real Estate,South East,14.7,772273.0,8,0.0913,2.53,5.64,22018.0,24,0,,731,0,0,0.621,17211.0,5.25,4.3,0.6
UKSME-109411,2022-05-01,Retail,South West,13.6,36859.0,1,0.3066,1.66,8.61,37597.0,24,0,,707,0,0,0.49,29392.0,5.25,4.3,0.6
UKSME-109412,2024-04-08,Transport,Northern Ireland,5.8,214162.0,2,0.1428,1.5,9.52,114366.0,36,1,0.367,472,0,0,0.313,111790.0,5.25,4.3,0.6
UKSME-109413,2023-03-10,Real Estate,London,7.7,738456.0,6,0.1787,0.51,27.94,234725.0,12,1,0.606,703,0,0,0.162,218549.0,5.25,4.3,0.6
UKSME-109414,2022-12-06,Real Estate,South East,7.9,2107254.0,20,-0.0329,838.42,-1.18,26013.0,24,1,0.441,741,0,0,0.448,21051.0,5.25,4.3,0.6
UKSME-109415,2022-06-27,Hospitality,East of England,24.8,2615846.0,31,0.0719,1.81,7.91,49648.0,36,0,,672,0,0,0.554,39563.0,5.25,4.3,0.6
UKSME-109416,2022-05-15,Construction,South West,12.3,11783667.0,151,-0.0101,5575.82,-0.3,125118.0,72,1,0.752,647,65,1,0.366,105183.0,5.25,4.3,0.6
UKSME-109417,2022-07-31,Healthcare,North West,6.5,2896204.0,18,0.1345,3.21,4.44,330940.0,48,0,,790,0,1,0.777,328617.0,5.25,4.3,0.6
UKSME-109418,2023-12-15,Healthcare,South West,8.9,73827.0,1,0.0958,2.98,4.79,139112.0,120,1,0.619,656,0,0,0.082,106196.0,5.25,4.3,0.6
UKSME-109419,2021-02-24,Retail,South East,15.1,4064081.0,47,0.0409,5.5,2.6,70095.0,60,0,,752,0,0,0.651,58412.0,5.25,4.3,0.6
UKSME-109420,2022-07-07,Retail,Yorkshire,10.2,313062.0,4,0.0855,3.25,4.39,58110.0,60,1,0.574,771,0,0,0.333,55837.0,5.25,4.3,0.6
UKSME-109421,2021-12-25,Transport,Yorkshire,13.7,565146.0,3,0.1605,0.06,90.69,178412.0,48,1,0.993,608,0,0,0.261,171606.0,5.25,4.3,0.6
UKSME-109422,2024-03-03,Retail,South East,4.4,576149.0,3,0.1428,0.44,32.68,144682.0,36,1,0.335,684,0,0,0.126,129355.0,5.25,4.3,0.6
UKSME-109423,2022-09-19,Manufacturing,East of England,3.4,1516309.0,10,0.156,2.71,5.28,77633.0,24,0,,617,35,1,0.751,70137.0,5.25,4.3,0.6
UKSME-109424,2021-10-29,Healthcare,Wales,13.2,664778.0,4,0.1468,3.7,3.87,311396.0,36,1,0.516,674,0,0,0.17,291483.0,5.25,4.3,0.6
UKSME-109425,2021-08-03,Technology,North West,1.8,1121938.0,6,0.0062,10.78,1.33,48486.0,36,1,0.84,755,0,0,0.222,46935.0,5.25,4.3,0.6
UKSME-109426,2023-01-30,Retail,East of England,11.0,350471.0,2,0.1015,5.58,2.56,101028.0,48,1,0.285,868,0,0,0.344,76882.0,5.25,4.3,0.6
UKSME-109427,2022-10-27,Technology,North West,2.9,1104579.0,6,0.0762,8.89,1.61,17877.0,12,1,0.918,682,0,0,0.223,17051.0,5.25,4.3,0.6
UKSME-109428,2024-02-13,Healthcare,East Midlands,3.4,1478443.0,16,0.1502,0.25,56.62,66248.0,60,0,,619,0,0,0.692,55347.0,5.25,4.3,0.6
UKSME-109429,2024-01-14,Retail,South East,6.3,1004315.0,7,0.0867,1.99,7.17,53313.0,60,1,0.609,660,0,0,0.221,45032.0,5.25,4.3,0.6
UKSME-109430,2021-11-02,Hospitality,North West,4.5,143994.0,1,0.0813,1.73,8.24,43929.0,36,1,0.689,560,0,1,0.424,41571.0,5.25,4.3,0.6
UKSME-109431,2024-06-06,Transport,London,33.2,557994.0,3,0.027,5.42,2.64,68341.0,60,1,0.762,692,0,0,0.139,56205.0,5.25,4.3,0.6
UKSME-109432,2022-05-31,Retail,South West,20.5,1038957.0,8,0.1263,3.09,4.63,209950.0,36,1,1.007,766,0,0,0.369,195774.0,5.25,4.3,0.6
UKSME-109433,2021-09-18,Manufacturing,London,4.2,526171.0,7,0.0646,8.74,1.63,175771.0,72,1,0.87,592,0,1,0.293,163521.0,5.25,4.3,0.6
UKSME-109434,2023-03-26,Manufacturing,North West,2.4,2461150.0,17,0.1609,1.33,10.73,63034.0,60,1,0.813,573,0,0,0.309,62073.0,5.25,4.3,0.6
UKSME-109435,2023-11-18,Retail,North West,17.0,4296298.0,27,0.1605,1.62,8.82,125172.0,36,1,0.669,550,0,0,0.281,114918.0,5.25,4.3,0.6
UKSME-109436,2021-04-07,Real Estate,South East,1.8,534463.0,3,0.0672,1.68,8.5,91723.0,60,1,0.716,603,0,0,0.382,78236.0,5.25,4.3,0.6
UKSME-109437,2022-01-02,Technology,London,11.6,1743478.0,12,0.1134,3.64,3.92,88611.0,60,0,,658,0,0,0.572,67041.0,5.25,4.3,0.6
UKSME-109438,2021-10-19,Manufacturing,East Midlands,12.1,517597.0,4,0.1461,1.62,8.8,76443.0,36,0,,675,0,0,0.564,68094.0,5.25,4.3,0.6
UKSME-109439,2022-09-22,Healthcare,West Midlands,6.5,1933714.0,12,0.1413,2.18,6.56,86368.0,60,1,0.478,581,0,0,0.269,69210.0,5.25,4.3,0.6
UKSME-109440,2022-09-02,Professional Services,West Midlands,5.7,1090881.0,7,0.1193,2.68,5.33,52026.0,84,1,0.848,736,0,0,0.209,39746.0,5.25,4.3,0.6
UKSME-109441,2024-05-08,Retail,West Midlands,6.4,836207.0,5,0.09,3.86,3.7,40500.0,36,1,0.442,646,0,0,0.294,33223.0,5.25,4.3,0.6
UKSME-109442,2023-06-09,Retail,Scotland,2.6,7583313.0,55,0.0746,6.22,2.3,72849.0,60,1,0.542,690,0,0,0.232,54998.0,5.25,4.3,0.6
UKSME-109443,2022-04-13,Transport,West Midlands,9.1,7984328.0,61,-0.0357,4393.75,-0.93,223174.0,120,0,,684,0,0,0.609,181657.0,5.25,4.3,0.6
UKSME-109444,2022-05-27,Professional Services,South East,10.9,812594.0,5,0.1427,3.35,4.27,143254.0,72,1,0.814,751,0,0,0.254,139909.0,5.25,4.3,0.6
UKSME-109445,2022-11-10,Professional Services,Scotland,5.7,1198730.0,11,0.1097,4.85,2.95,55204.0,48,0,,698,0,1,0.427,43291.0,5.25,4.3,0.6
UKSME-109446,2023-10-31,Manufacturing,North East,9.9,192245.0,1,0.0303,4.69,3.05,15908.0,84,0,,781,0,0,0.774,14861.0,5.25,4.3,0.6
UKSME-109447,2024-04-08,Wholesale,South East,6.1,1006137.0,6,0.0406,2.84,5.03,65516.0,36,0,,778,0,0,0.523,55418.0,5.25,4.3,0.6
UKSME-109448,2023-09-11,Manufacturing,West Midlands,11.3,2889874.0,24,0.0778,5.55,2.58,79709.0,84,0,,633,0,0,0.47,62440.0,5.25,4.3,0.6
UKSME-109449,2022-01-18,Healthcare,South East,13.5,875408.0,6,0.1364,2.88,4.96,99761.0,72,1,0.53,740,0,0,0.198,84249.0,5.25,4.3,0.6
UKSME-109450,2021-03-09,Manufacturing,West Midlands,2.1,49358.0,1,0.2141,2.21,6.46,77926.0,60,0,,674,0,0,0.694,64592.0,5.25,4.3,0.6
UKSME-109451,2021-05-04,Professional Services,North West,4.2,7847125.0,56,0.1125,3.47,4.11,119904.0,24,1,0.495,651,0,1,0.317,92720.0,5.25,4.3,0.6
UKSME-109452,2023-06-20,Retail,London,8.4,2790024.0,32,0.0978,3.33,4.29,31726.0,12,0,,645,0,0,0.698,29414.0,5.25,4.3,0.6
UKSME-109453,2023-04-22,Manufacturing,West Midlands,20.1,388807.0,3,0.0473,9.63,1.48,48079.0,36,0,,812,0,0,0.687,40195.0,5.25,4.3,0.6
UKSME-109454,2022-11-19,Healthcare,Scotland,5.8,376470.0,2,0.0865,1.08,13.2,79251.0,36,1,0.602,677,0,0,0.259,65739.0,5.25,4.3,0.6
UKSME-109455,2021-05-31,Real Estate,South East,24.9,6312544.0,42,0.1323,2.79,5.11,76695.0,60,1,0.634,619,0,0,0.279,62849.0,5.25,4.3,0.6
UKSME-109456,2021-04-07,Professional Services,South West,1.0,1521801.0,18,-0.0092,596.66,-0.33,32458.0,48,1,0.966,587,0,0,0.323,25560.0,5.25,4.3,0.6
UKSME-109457,2023-09-19,Retail,East of England,9.9,407150.0,2,0.0478,0.21,19.46,25174.0,24,0,,656,35,0,0.95,23119.0,5.25,4.3,0.6
UKSME-109458,2022-09-25,Construction,East Midlands,3.0,517955.0,2,0.0837,0.39,36.95,39698.0,36,0,,585,0,0,0.629,32180.0,5.25,4.3,0.6
UKSME-109459,2021-01-17,Professional Services,West Midlands,4.8,4928074.0,57,0.1421,3.55,4.03,36044.0,84,1,0.404,668,15,0,0.311,27522.0,5.25,4.3,0.6
UKSME-109460,2021-05-18,Hospitality,South East,36.3,4016886.0,39,0.1037,2.1,6.81,14577.0,72,0,,663,65,1,0.701,11764.0,5.25,4.3,0.6
UKSME-109461,2021-10-26,Wholesale,London,13.9,1092000.0,15,0.142,2.52,5.67,298237.0,120,0,,769,0,0,0.813,271572.0,5.25,4.3,0.6
UKSME-109462,2022-12-05,Manufacturing,West Midlands,5.9,5491327.0,56,0.1392,2.97,4.81,82566.0,36,1,0.7,815,0,0,0.255,76891.0,5.25,4.3,0.6
UKSME-109463,2024-03-26,Retail,South West,3.5,2398041.0,26,0.0918,6.2,2.31,58171.0,72,0,,687,0,0,0.457,52427.0,5.25,4.3,0.6
UKSME-109464,2023-08-27,Construction,London,7.7,515957.0,3,0.1217,1.79,7.99,62100.0,72,1,0.802,691,0,0,0.15,48999.0,5.25,4.3,0.6
UKSME-109465,2022-10-22,Healthcare,East Midlands,7.4,369697.0,2,0.1558,2.8,5.1,29955.0,72,1,0.625,605,0,0,0.104,28600.0,5.25,4.3,0.6
UKSME-109466,2021-02-08,Professional Services,East of England,10.6,548909.0,5,0.2393,0.44,32.31,143744.0,60,0,,741,65,0,0.568,136517.0,5.25,4.3,0.6
UKSME-109467,2024-01-15,Healthcare,Wales,7.0,1811636.0,14,0.111,3.57,4.0,188876.0,84,1,0.652,642,0,0,0.173,161202.0,5.25,4.3,0.6
UKSME-109468,2022-08-31,Real Estate,London,2.4,3092626.0,30,0.172,1.79,7.99,42822.0,60,0,,590,0,0,0.707,38291.0,5.25,4.3,0.6
UKSME-109469,2023-10-26,Healthcare,North West,10.3,547178.0,3,0.0895,3.44,4.15,130372.0,36,0,,818,0,0,0.657,126708.0,5.25,4.3,0.6
UKSME-109470,2022-10-20,Healthcare,South East,4.3,3668313.0,39,0.065,0.15,92.85,43639.0,24,0,,676,0,0,0.402,37635.0,5.25,4.3,0.6
UKSME-109471,2021-07-21,Technology,Wales,11.8,261290.0,1,0.0937,0.43,24.47,29916.0,72,1,0.172,718,0,0,0.38,25861.0,5.25,4.3,0.6
UKSME-109472,2021-09-17,Hospitality,Wales,1.0,1471311.0,11,0.1384,2.09,6.83,145138.0,48,1,0.535,696,0,0,0.291,127174.0,5.25,4.3,0.6
